ID,biography,birthDate,contactDetails,culturalHeritage,deathDate,ethnicity,familyName,gender,individualName,occupation,sourceRecordLink,title,warning,workCount
Q3026238,"*A Canadian author, illustrator, and animated filmmaker from Quebec who largely works under her pseudonym Odom. ""A graphic artist and animator of Abenaki descent, Diane Obomsawin brings wry humour and engaging visual economy to short films like Here and There and Vistas: Walk-in-the-Forest, one in a series of shorts by Indigenous filmmakers on the subject of nationhood. I Like Girls, the film adaptation of her graphic novel about sexual identity, has screened at more than 40 international festivals, winning top honours at the 2016 Ottawa International Animation Festival. Diane Obomsawin publishes graphic novels under the pseudonym Obom with Drawn & Quarterly, which TIME calls “the most elegant comics publisher in North America.”  Information from: https://www.nfb.ca/directors/diane-obomsawin/ ",1959-01-01,,"Canadian, Abenaki Indigenous descent",,,Obomsawin,woman,Diane,"Canadian author, illustrator, and animated filmmaker",http://www.wikidata.org/entity/Q3026238,,,
Q55070915,"Domee Shi ( born September 8, 1989) is a Chinese-Canadian animator, storyboard artist and director for Pixar since 2011. She has contributed to multiple films, including Inside Out (2015), Incredibles 2 (2018), and Toy Story 4 (2019). Outside of her storyboard career, Shi directed the 2018 short film Bao, becoming the first woman to direct a short film for Pixar. She is set to direct her debut feature film for the studio, Turning Red, in 2022.[2] Bao won an Academy Award for Best Animated Short Film at the 91st Academy Awards, and also earned nominations for the 43rd Annie Awards, the International Online Cinema Awards, and the Tribeca Film Festival. Information sourced from: https://en.wikipedia.org/wiki/Domee_Shi",1989-01-01,,Chinese-Canadian,,,Shi,woman,Domee,"Canadian animator, storyboard artist and director",http://www.wikidata.org/entity/Q55070915,,,
Q64989556,"Born in Montreal, painter and photographer, Dominique Étienne Simard has been directing and producing animated films since 2000. Winner of the Vidéaste recherche contest in 2003, and the Prize for best student animated film at the World Film Festival in 2004, he in 2005 received the Norman-McLaren prize for best student in animation from the Mel Hoppenheim film school. In 2006, he directed Head in collaboration with Félix Dufour-Laperrière, which was presented at more than thirty festivals around the world. In 2008, he produced and directed three new films, after four years of work: Let Me Do This One , Ingenue and Chromosome XYZ . Information from: https://vitheque.com/fr/producteurs/dominic-etienne-simard",,,Canadian,,,Simard,man,Dominic-Étienne,Canadian animator and film director,http://www.wikidata.org/entity/Q64989556,,,
Q1351059,"Eric Armstrong studied traditional animation (on cells) as well as computer animation at Sheridan College. He then worked at Industrial Light and Magic from 1990 to 1995 , first as an animator and later as an animation director on live-action films. Among other things, he was involved in films such as Jurassic Park and Casper. In 1995, Armstrong joined Sony Pictures Imageworks and worked as an animation director on films such as Anaconda and Harry Potter and the Philosopher's Stone. His debut as a film director came in 2002 with Sony Pictures Imageworks' first fully computer-animated film, The Chubbchubbs! , for which Armstrong received an Oscar in 2003. From 2004 Armstrong worked for Electronic Arts as an animator and worked on various video games. Armstrong has been a freelance animator since 2008. Information from: https://de.wikipedia.org/wiki/Eric_Armstrong",1963-12-11,,Canadian,,,Armstrong,man,Eric,Canadian animator,http://www.wikidata.org/entity/Q1351059,,,
Q3061388,"Canadian animator and technical director from Ontario. ""As the first woman animator in the country—and for nearly a quarter-century the only female animation filmmaker at the NFB—Evelyn Lambart enjoyed a prolific career marked by passion and invention. At age six, Evelyn began to experience hearing loss. The condition quickly deteriorated, and within a few years she was nearly deaf. Her parents encouraged her to explore drawing and painting, pursuits that did not depend on her hearing."" She went to the Ontario College of Art, and made her first film, The Impossible Map, in 1947. You can find that film here: https://www.nfb.ca/film/impossible_map/. She worked with Norman McLaren, a Scottish-Canadian Oscar-winning filmmaker and animator. Information from: https://blog.nfb.ca/blog/2018/03/08/evelyn-lambart-bio/ , https://blog.nfb.ca/blog/2014/07/23/animation-lambart-centenary/ ",1914-07-23,,Canadian,1999-04-03,,Lambart,woman,Evelyn,Canadian animator and technical director,http://www.wikidata.org/entity/Q3061388,,,
Q29899891,"Artist and filmmaker Félix Dufoir-Laperriere was born in 1981 in Québec, Canada. His work includes animated films, documentary essays and experimental shorts. He studied animation and experimental cinema in Montreal, where he still lives and works, and made a large number of short films before doing his first feature, Transatlantique, in 2014. Dufour-Laperrière’s work always maintains a close relationship with visual and contemporary arts. His first feature-length animated film, Ville Neuve (2018), was entirely drawn and painted with ink on paper. Archipel (2021) is his second feature documentary, with its world premiere at IFFR https://iffr.com/en/persons/f%C3%A9lix-dufour-laperri%C3%A8re",1981-01-01,,French Canadian,,,Dufour-Laperrière,man,Félix,Canadian animator,http://www.wikidata.org/entity/Q29899891,,,
Q3081650,"Francis Reddy is a Quebec actor and animator born on April 15 , 1958 in Ville Saint-Laurent, Island of Montreal, Canada. He became known in particular for his role as Pete, in the 1990s, in the soap opera, Chambres en ville, broadcast on TVA and for his hosting of the summer show Des kiwis et des hommes broadcast on Radio- Canada. He also hosts the program Tous pour un broadcast on Radio-Canada. Information from: https://fr.wikipedia.org/wiki/Francis_Reddy",1958-04-15,,Canadian,,,Reddy,man,Francis,Canadian actor and animator,http://www.wikidata.org/entity/Q3081650,,,
Q69218,"Frédéric Back, OC CQ (April 8, 1924 – December 24, 2013) was a Canadian artist and film director of short animated films. During a long career with Radio-Canada, the French-language service of the Canadian Broadcasting Corporation, he was nominated for four Academy Awards, winning two, for his 1981 film Crac and the 1987 film The Man Who Planted Trees. Information sourced from: https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Back",1924-04-08,,German-Canadian,2013-12-24,,Back,man,Frédéric,"Canadian animator, director, producer, writer",http://www.wikidata.org/entity/Q69218 ,,,
Q5515758,"Gabriel Morrissette is a Canadian illustrator, animator and comic book artist from Montreal, Quebec, Canada. Currently working for Jackfruit Press on their Prime Minister series and Chickadee on Daisy Dreamer, Gabriel co-created Northguard, Fleur de Lys and Angloman with Mark Shainblum. Gabriel has worked for several comic book publishers, including DC Comics and Marvel Comics, and has illustrated such characters as Spider-Man 2099, Doc Savage, Ragman and Checkmate. His animation work includes Savage Dragon and credit as a storyboard artist on a number of episodes of The Boy for Cactus. They are currently working on Planet of the Apes for Mr.Comics. Gabriel is a member of Comicopia, an International Comics Apa. Information from: https://en.wikipedia.org/wiki/Gabriel_Morrissette",1959-09-26,,Canadian,,,Morrissette,man,Gabriel,"Canadian illustrator, animator and comic book artist",http://www.wikidata.org/entity/Q5515758,,,
Q340062,"George Garnett Dunning (November 17, 1920 – February 15, 1979) was a Canadian filmmaker and animator. He is known for animating and directing the 1968 film inspired by the Beatles, Yellow Submarine. Information sourced from: https://en.wikipedia.org/wiki/George_Dunning",1920-11-17,,Canadian,1979-02-15,,Dunning,man,George,"Canadian animator, producer, director, illustrator",http://www.wikidata.org/entity/Q340062,,,
Q3319932,"(December 24, 1960 – October 29, 2002) was a Canadian supervisor of digital animation and supervising character animator at Pixar and PDI. Information sourced from: https://en.wikipedia.org/wiki/Glenn_McQueen",1960-12-24,,Canadian,2002-10-29,,McQueen,man,Glenn,Canadian animator,http://www.wikidata.org/entity/Q3319932 ,,,
Q3110885,"The artist is originally from Morewood Ontario. Gordon started as a commercial illustrator and went on to work in cartoon animation.  He specialized as a background painter, in water colours and acrylics.and worked hundreds of animated series . Gordon co-created the syndicated cartoon,' Farcus', as well as designing and creating Family Channel's Gemini award-winning series, 'King'. Gordon's paintings have been featured in a number of one-man shows in Ottawa. His personal passion has always been painting and cartoons. For more information please see this website: https://the-art-of-gord-coulthart.myshopify.com",1953-01-01,https://the-art-of-gord-coulthart.myshopify.com,Canadian,,,Coulthart,man,Gordon,Canadian animator and artist,http://www.wikidata.org/entity/Q3110885,,,
Q5592627,"Canadian cartoonist, animator, and film director who is ""the creator of Grickle, published by Alternative Comics, and one of the founders of the Hickee humor anthology (also published by Alternative Comics)."" He has worked as a storyboard artist on Coraline, ParaNorman, Kubo and the Two Strings, and Missing Link, as well as directing The Boxtrolls. Information from: https://en.wikipedia.org/wiki/Graham_Annable ",1970-06-01,,Canadian,,,Annable,man,Graham,"Canadian cartoonist, animator, and film director",http://www.wikidata.org/entity/Q5592627,,,
Q5596368,"Grant Munro, OC (April 25, 1923 – December 9, 2017) was a Canadian animator, filmmaker and actor. In 1952, he starred with Jean-Paul Ladouceur in Norman McLaren's Neighbours. He worked on the films Two Bagatelles (1953), Seven Surprizes (1963), Christmas Cracker (1963) and Canon (1964). His film, Christmas Cracker, was nominated for an Academy Award in 1962. Information sourced from: https://en.wikipedia.org/wiki/Grant_Munro_(filmmaker)",1923-04-25,,Canadian,2017-12-09,,Munro,man,Grant,"Canadian animator, filmmaker",http://www.wikidata.org/entity/Q5596368,,,
Q525837,"Guy Delisle (born January 19, 1966) is a Canadian cartoonist and animator, best known for his graphic novels about his travels, such as Shenzhen (2000), Pyongyang: A Journey in North Korea (2003), Burma Chronicles (2007), and Jerusalem (2011). Information sourced from: https://en.wikipedia.org/wiki/Guy_Delisle",1966-01-19,,French Canadian,,,Delisle,man,Guy,"Canadian cartoonist, animator",http://www.wikidata.org/entity/Q525837 ,,,
Q3155012,"Isabelle Pierre, stage name of Nicole Lapointe is a singer, animator, illustrator and author of Quebec comics, mainly known for the song Le temps est bon in 1971. Information from: https://fr.wikipedia.org/wiki/Isabelle_Pierre",1936-06-09,,Canadian,,,Pierre,woman,Isabelle,"Canadian singer, animator, illustrator and author of Quebec comics",http://www.wikidata.org/entity/Q3155012,,,
Q13106644,"A Canadian pinscreen animator and director from Quebec who ""studied at the École des Beaux-Arts de Montréal for several years before leaving to study filmmaking at the UCLA in California. He first encountered the pinscreen at an animation exhibition in 1967. By the early 1970s, he was an apprentice at the National Film Board of Canada and experimenting with this unique form of animation. His first film, Three Exercises on Alexeieff's Pinscreen, was released in 1974. Until his death, Jacques Drouin continued making pinscreen animation films for the National Film Board of Canada, one of the only animators in the world to still use this difficult but rewarding process."" Information from: https://en.wikipedia.org/wiki/Jacques_Drouin ",1943-05-28,,Canadian,2021-08-28,,Drouin,man,Jacques,Canadian pinscreen animator and director,http://www.wikidata.org/entity/Q13106644,,,
Q63284181,"James ""Wootie"" Wootton (born November 15, 1974) is a Canadian animator and character designer. His career began with the Cartoon Network animated television series Ed, Edd n Eddy, created by Danny Antonucci, which premiered on the network on January 4, 1999. Wootton served as a title sequence animator and a storyboard artist during the series' run, which garnered him an Annie Award nomination for the third season episode ""Wish You Were Ed"" on November 10, 2001. Wootton would later work on George of the Jungle, Kid vs. Kat, Roy, Martha Speaks, My Little Pony: Friendship Is Magic, Packages from Planet X, All Hail King Julien, and Kung Fu Panda: The Paws of Destiny. The source of information is: https://en.wikipedia.org/wiki/James_Wootton_(animator)",1974-11-15,,Canadian,,,Wootton,man,James,"Canadian animator, storyboard artist, and voice actor",http://www.wikidata.org/entity/Q63284181,,,
Q2506671,"Janet Laurie Perlman (born September 19, 1954) is a Canadian animator and children's book author and illustrator whose work includes the short film The Tender Tale of Cinderella Penguin, which was nominated for an Academy Award for Best Animated Short Film at the 54th Academy Awards and received a Parents' Choice Award. Her 13 short films have received 60 awards to date. She was married to the late animation producer Derek Lamb. After working with Lamb at the National Film Board of Canada in the 1980s, they formed their own production company, Lamb-Perlman Productions. She is currently a partner in Hulascope Studio, based in Montreal. Perlman has produced animation segments for Sesame Street and NOVA. Working with Lamb, she produced title sequences for the PBS series Mystery!, based on the artwork of Edward Gorey, and was one of the animators for R. O. Blechman's adaptation of The Soldier's Tale for PBS's Great Performances. She has also taught animation at Harvard University, the Rhode Island School of Design and Concordia University. She and Lamb were divorced but remained creative and business partners until his death in 2005. Information sourced from: https://en.wikipedia.org/wiki/Janet_Perlman",1954-09-09,,Canadian,,,Perlman,woman,Janet,"Canadian animator, author",http://www.wikidata.org/entity/Q2506671,,,
Q17198386,"Janice Nadeau is a Canadian illustrator, art director and animation director. Janice Nadeau studied graphic design at Université du Québec à Montréal and illustration at École supérieure des arts décoratifs in Strasbourg. In 2005, she created the illustrations for Corteo, Cirque du Soleil's international touring show. She has illustrated a number of books, and is a three-time recipient of the Governor General's Award for Illustration, Canada's most prestigious literary prize, for No fish where to go (Les 400 coups, 2003), Ma meilleure amie (Québec Amérique, 2007) and Harvey (la Pastèque, 2009). Information from: https://en.wikipedia.org/wiki/Janice_Nadeau",1977-12-31,,Canadian,,,Nadeau,woman,Janice,"Canadian illustrator, art director and animation director",http://www.wikidata.org/entity/Q17198386,,,
Q15720731,"Jayson Thiessen is a Canadian animator, most famous as the first supervising director of the animated television series My Little Pony: Friendship Is Magic. He also directed its spin-off films Equestria Girls (2013) and Rainbow Rocks (2014), as well as the 2017 feature film adaptation based directly on the television series. Information sourced from: https://en.wikipedia.org/wiki/Jayson_Thiessen",1976-12-30,,Canadian,,,Thiessen,man,Jayson,"Canadian animator, director",http://www.wikidata.org/entity/Q15720731,,,
Q6171140,"Jean Mathieson (born in Toronto, Ontario) is a Canadian animator. Mathieson is listed in Colombo's Canadian References as Canada’s first independent, commercial, non National Film Board, woman animator. She switched from the University of Toronto to The Ontario College of Art where in four years she earned her A.O.C.A. After graduation, she trained as an animator in Canada’s fledgling animation industry. Subsequently, she partnered with Al Guest and continued to pioneer as the first woman in Canadian animation combining writer, director, and producer. The information source is: https://en.wikipedia.org/wiki/Jean_Mathieson ",,,Canadian,,,Mathieson,woman,Jean,Canadian animator,http://www.wikidata.org/entity/Q6171140,,,
Q40738692,"Jean-Philippe Fauteux is an animated film director , teacher, cartographer, graphic designer and caricaturist from Quebec born on January 29, 1952in Milwaukee (Wisconsin, USA).  Information from: https://fr.wikipedia.org/wiki/Jean-Philippe_Fauteux",1952-01-29,,French Canadian,,,Fauteux,man,Jean-Philippe,animated film director,http://www.wikidata.org/entity/Q40738692,,,
Q15821022,"James William ""Jim"" MacKay ( June 9, 1916 in Beaverton , Ontario – October 26, 2002 in Oakville , Ontario) was a Canadian animator , director and film producer. MacKay graduated from OCAD University in Toronto . He first worked as a cartoonist and joined the National Film Board of Canada in 1942 as a production assistant . The following year he became part of the animation group of the NFB and worked among other things on the successful animation series Chants populaires . During his time at the NFB, MacKay experimented with new animation techniques. He created the NFB's first animated film in cel animation, Bit it up Sucker. He experimented with animating pencil drawings on paper in Stitch and Save and animated in Ten Little Farmersfirst at the NFB with colored cut-outs. From 1945 to 1949, he succeeded Norman McLaren in animation department A at the NFB. After leaving the NFB, MacKay founded the animation studio Graphic Associates with George Dunning . Graphic Associates primarily created short animated films for advertising, such as 1949 Teeth Are to Keep , a short film about oral hygiene. The studio also released the first Canadian color commercial for a Buffalo television station in 1950. Animators who worked for Graphic Associates included Richard Williams and Michael Snow . After Dunning's departure to United Productions of America in 1956, MacKay continued the studio as Film Design and ran it until his death in 2002. For the NFB, MacKay produced Ron Tunis ' 1968 short animated film The House that Jack Built with Wolf Koenig , for which both producers received an Academy Award nomination for Best Animated Short Film in 1969 . Information from: https://de.wikipedia.org/wiki/Jim_MacKay",1916-06-09,,Canadian,2002-10-26,,MacKay,man,Jim,"Canadian animator, film director, producer",http://www.wikidata.org/entity/Q15821022,,,
Q3808425,"At a young age, Hayward began his career at Mainframe Entertainment animating and directing commercials. He was one of the original animators of the television series ReBoot. Throughout his career, he has worked at Pixar Animation Studios, 20th Century Fox and Blue Sky Studios, and was an animator for Toy Story, A Bug's Life, Toy Story 2, Monsters, Inc. and Finding Nemo.[ He was the sequence director and story consultant for Robots. His studio directorial debut, Dr. Seuss' Horton Hears a Who! starring Jim Carrey and Steve Carell, had a worldwide gross of $298.6 million. Hayward's first live-action film, Jonah Hex, was released in June 2010. Hayward was also director and writer on an animated film Free Birds, starring Woody Harrelson, Owen Wilson and Amy Poehler, which was released in 2013 to unfavourable critical reception. https://en.wikipedia.org/wiki/Jimmy_Hayward",1970-09-19,,Canadian,,,Hayward,man,Jimmy,"Canadian animator, director, screenwriter",http://www.wikidata.org/entity/Q3808425,,,
Q955144,"Michael John Kricfalusi (born September 9, 1955), known professionally as John K., is a Canadian illustrator, blogger, voice actor and former animator, best known for creating the animated television series The Ren & Stimpy Show. From 1989 to 1992, he was heavily involved with the first two seasons of the show in virtually every aspect of its production, including providing the voice of Ren Höek and other characters. Born in Quebec, Kricfalusi spent his early childhood in Germany and Belgium before returning to Canada at age seven. He acquired his skills largely by copying cartoons from newspapers and comic books as a child, and by studying cartoons and their production systems from the 1940s and 1950s. His main influence is Bob Clampett. After moving to Los Angeles in 1978, he collaborated with Ralph Bakshi and worked for Filmation, Hanna-Barbera, and DIC Entertainment on various shows. In 1989, Kricfalusi co-founded the animation studio Spümcø, with which he remained until its dissolution in 2005. Nickelodeon fired Kricfalusi from Ren & Stimpy due to creative differences and his failure to meet production deadlines; the show continued for three additional seasons without his involvement. Following this, he directed and produced animated television commercials and music videos for entertainers such as Björk and Tenacious D. In the late 1990s, he created the first cartoons made exclusively for the Internet: The Goddamn George Liquor Program and Weekend Pussy Hunt. He returned to television with The Ripping Friends and the adult animation spin-off Ren & Stimpy ""Adult Party Cartoon"". Since 2006, Kricfalusi has maintained a personal blog dedicated to cartoons and animation. There, he coined ""CalArts style"", a pejorative used for a widespread 2010s cartoon aesthetic. In 2018, Kricfalusi was accused by two former Spümco artists of grooming and sexually abusing them in the late 1990s, when they were teenagers. Kricfalusi released an apology for his behavior, blaming his mental health and ""poor impulse control"". He has since declared his withdrawal from the professional animation industry. Information sourced from: https://en.wikipedia.org/wiki/John_Kricfalusi",1955-09-09,,Canadian,,,Kricfalusi,man,John,"Canadian animator, illustrator, voice actor, director",http://www.wikidata.org/entity/Q955144 ,,,
Q6265911,"John van Bruggen (or John V. Bruggen) is a Canadian animator, writer, and the husband/creative partner of Arna Selznick, the director of The Care Bears Movie. Together, they run an animation studio called Dancingmonkeys. Their son, Max Douglas, is a comic creator. John van Bruggen was nominated for a Gemini Award in 2000 for his story Franklin and the Two Henrys, also from the Franklin series.[2] He received a second nomination in 2004 for Best Writing in a Children's or Youth Program or Series, for ""Jacob Two-Two and the Purloined Hocke. The information sources are: https://rubygloom.fandom.com/wiki/John_van_Bruggen; https://en.wikipedia.org/wiki/John_van_Bruggen ",1957-03-06,,Canadian,,,van Bruggen,man,John,Canadian animator and writer,http://www.wikidata.org/entity/Q6265911,,,
Q1702128,"A Canadian animator, actor, composer, and director born in Ontario. He is best known for his animated shorts for the National Film Board of Canada (NFB). Information from: https://en.wikipedia.org/wiki/John_Weldon_(animator) ",1945-05-11,,Canadian,,,Weldon,man,John,"Canadian animator, actor, composer, and director",http://www.wikidata.org/entity/Q1702128,,,
Q27909580,"Joyce Borenstein is a Canadian director and animator. Borenstein worked extensively in the independent animation field in the 1970s before joining the National Film Board of Canada in the 1980s, culminating in her best known work: the short animated documentary The Colours of My Father: A Portrait of Sam Borenstein (1992) about her father, painter Sam Borenstein, which was nominated for an Academy Award for best short documentary at the 65th Academy Awards. Borenstein has won the prize for originality at the Canadian International Amateur Film Festival (CIAFF) for her film Tricycle (1970), as well as the Montreal Prize at the Montreal World Film Festival for her film The Plant (1983) which she co-directed with Thomas Vámos. Information from: https://en.wikipedia.org/wiki/Joyce_Borenstein",1950-01-01,,Canadian,,,Borenstein,woman,Joyce,Canadian director and animator,http://www.wikidata.org/entity/Q27909580,,,
Q21027594,"Julie Rocheleau is a Canadian animation designer, graphic novel artist and illustrator living in Montreal, Quebec. From 1999 to 2002, she studied at the Cégep du Vieux Montréal. Her short animation Griselda won second prize in a category for promising students in a competition sponsored by Teletoon. From 2002 to 2011, she worked for different animation studios in character design and storyboarding. During the same period, she illustrated books for children and young adults and designed notices for various cultural events. In 2010, she published her first graphic novel La Fille invisible, based on a script by Emilie Villeneuve; the pair received a Prix Bédéis causa [fr] for the work. In 2011, Rocheleau also received a Joe Shuster Award for outstanding colourist; she was also nominated in the outstanding artist category. The first book in the series La colère de Fantômas, with writer Olivier Bocquet [fr] received an award in the graphic novel category at the Festival Interpol'art at Reims. In 2014, the first book of La Colère de Fantomas earned her a Joe Shuster Award for outstanding cover artist. Information from: https://en.wikipedia.org/wiki/Julie_Rocheleau_(artist)",1982-01-01,,Canadian,,,Rocheleau,woman,Julie,"Canadian animation designer, graphic novel artist and illustrator",http://www.wikidata.org/entity/Q21027594,,,
Q6371024,"Karine Charlebois (born August 18, 1974, in Sainte-Thérèse, Quebec) is a Canadian comic book and animation artist who worked on the Gargoyles comic and its spin-off, Badguys. Charlebois has degrees in Business Administration/Marketing from École des Hautes Études Commerciales and Arts & Communications from Collège André-Grasset and Collège Ahuntsic. She began her career at Cinar working on storyboard corrections on Arthur, then moved on to CinéGroupe working first on storyboard corrections, then as a storyboard artist on Mega Babies and Sagwa, the Chinese Siamese Cat.While her storyboarding experience includes work on several video games published by Microïds, Post Mortem and Syberia II, most of her portfolio is in traditional animation such as Arthur and Martha Speaks. The source of information is: https://en.wikipedia.org/wiki/Karine_Charlebois ",1974-08-18,,Canadian,,,Charlebois,woman,Karine,Canadian animator,http://www.wikidata.org/entity/Q6371024,,,
Q64924636,"Laurent Coderre was a Canadian animator, director, and musician based in Ottawa, Ontario. Music occupies an important place in the career of Laurent Coderre. He learned the trumpet in Ottawa, then started playing in Toronto bars attending local events. Despite some talent, he refused to pursue a professional career in music and traveled to New York. Information from: https://en.wikipedia.org/wiki/Trevor_Jimenez",1931-01-01,,Canadian,2011-01-01,,Coderre,man,Laurent,"Canadian animator, director, and musician",http://www.wikidata.org/entity/Q64924636,,,
Q64523146,"Les Drew, animator of the classic film The Dingles, takes a delightfully wonky look at a potentially debilitating emotion, shyness, in this new animated short. Using a playful touch and traditionally cartoonish images, Drew uses the familiar Frankenstein legend to illustrate what shyness is and how it can be overcome. Information from: https://mubi.com/cast/les-drew",1939-01-01,,Canadian,,,Drew,man,Les,Canadian animator,http://www.wikidata.org/entity/Q64523146,,,
Q28945684,"Linda Bel is a Canadian animator who spent five years as a Character Animator with Disney Animation working on such classics as, Beauty and the Beast, Aladdin, and The Lion King. In 1994, Bel left Disney and joined Industrial Light & Magic to work on Casper. Bel spent 9 years at ILM and was the Lead Animator for Yoda and Watto in Star Wars Episode I: The Phantom Menace and Star Wars Episode II: Attack of the Clones. After leaving ILM, Bel was hired by PDI/Dreamworks as a Lead Character Animator on Shrek, Shrek 2, and Madagascar. Bel studied traditional animation for three years at Sheridan College in Canada. She also spent a year studying computer graphics there before beginning her career as an animator in Toronto at Omnibus, where she did animation for commercials and broadcast television. Bel currently teaches Advanced Animation and Lip Sync at the Academy of Art University in San Francisco, CA. Information from: http://wikibin.org/articles/linda-bel.html",,,Canadian,,,Bel,woman,Linda,Canadian animator,http://www.wikidata.org/entity/Q28945684,,,
Q55762815,"Canadian musicologist, teacher, program animator, Louise is known through her participation as teacher, lecturer and animator, in all education levels, from the primary to the university level, in addition to her activities in the literary and audiovisual fields. Information from:  https://www.thecanadianencyclopedia.ca/en/article/louise-bail-milot-emc",1942-09-22,,Canadian,,,Bail,woman,Louise,"Canadian musicologist, teacher, program animator",http://www.wikidata.org/entity/Q55762815,,,
Q6709397,"Lynne Rae Naylor is a Canadian designer, animator, artist, director, and producer for television. She is best known for co-creating DreamWorks' The Mighty Ones, co-founding the animation studio Spümcø with John Kricfalusi, Bob Camp, and Jim Smith, and co-developing The Ren & Stimpy Show for Nickelodeon. She also worked on Batman: The Animated Series, The Powerpuff Girls, Samurai Jack, Super Robot Monkey Team Hyperforce Go!, Hi Hi Puffy AmiYumi, My Life as a Teenage Robot, and Wander Over Yonder. Information from: https://en.wikipedia.org/wiki/Lynne_Naylor",1953-11-07,,Canadian,,,Naylor,woman,Lynne,"Canadian designer, animator, artist, director, and producer for television",http://www.wikidata.org/entity/Q6709397,,,
Q28848669,"Marie-Hélène Turcotte (1971, Joliette, Quebec, Canada) is a Canadian animation film director and artist. She studied architecture and produced two short animated films. In 2010, Turcotte directed a short film The Formation of Clouds. It was shown on a number of festivals including the 2010 Montreal Animation Film Festival and won the prizes of the 2011 Filmfest Dresden as the best animation film and of the 2011 International Film Festival for Youth in Vancouver as the Most Innovative Short Film. Her short film Red of the Yew Tree was aired in the Short Cuts program at the 2016 Toronto International Film Festival, at the Animafest Zagreb, and at the 2017 GLAS Animation Film Festival. For this film, Turcotte (jointly with Felix Dufour-Laperrière, the editor) was shortlisted for a 2017 Canadian Screen Award in the Best Animated Short category. Turcotte herself said about the film that the red berries symbolize the blood loss of women and refers to offspring; the yew was recognized by Ancient Greeks and Romans as a symbol of life and death. The source of information is: https://en.wikipedia.org/wiki/Marie-H%C3%A9l%C3%A8ne_Turcotte. More information can be found on Turcotte's web site: https://marieheleneturcotte.com/ ",1971-01-01,https://marieheleneturcotte.com/,Canadian,,,Turcotte,woman,Marie-Hélène,"Canadian animator, film director and artist",http://www.wikidata.org/entity/Q28848669,,,
Q58610155,"With more than 20 years experience in television and feature animation, Mark is a seasoned veteran and prolific contributor to the animation scene. As Director, he established the look and feel of the first two seasons of the wildly successful mega-hit “Total Drama Island” franchise. He is the co-creator of the globally distributed animation series “Looped,” “Grojband” and “Sidekick.” Other select credits the feature films Space Jam, Osmosis Jones, Anastasia, Titan AE, and Beauty and the Beast 2. He shares two Kidscreen Awards, two Canadian Screen Award-nominations and two Gemini Award-nominations with Todd Kauffman. Information from: https://www.cornergas.com/animated-directors/",,,Canadian,,,Thornton,man,Mark,"Canadian animator, TV director",http://www.wikidata.org/entity/Q58610155,,,
Q3295756,"A Haitian Canadian film director, visual artist, paint-on-glass animator, and teacher from Quebec, Martine Chartrand ""practices a paint-on-glass animation technique to create her films. Throughout Chartrand's career, she has been involved with numerous films and has made three animated shorts which have been exhibited across Canada and internationally. Her films often deal with social and cultural issues relating to Black culture and Black history. [...] In 1992, Chartrand directed her first animated film for the National Film Board of Canada (NFB) called T.V. Tango. A short designed to encourage children to be critical of televised advertising messages and help them understand what they're seeing."" She also wrote and directed Black Soul (Âme noire), ""the story of a young boy who explores his cultural heritage through the stories of his grandmother. An emotionally rich and vibrant piece which employs painted glass frames shot with a 35mm camera. Its soundtrack features traditional African rhythms, gospel music by Ranee Lee and a composition by jazz pianist Oliver Jones. Among its achievements, Black Soul won the Golden Bear for Best Short Film at the 51st Berlin International Film Festival."" Information from: https://en.wikipedia.org/wiki/Martine_Chartrand ",1962-01-01,,Haitian Canadian,,,Chartrand,woman,Martine,"Haitian Canadian film director, visual artist, paint-on-glass animator, and teacher",http://www.wikidata.org/entity/Q3295756,,,
Q6778730,"Born and raised in Collingwood, Ontario, she is the daughter of former Collingwood mayor Ron Emo and Gloria Emo (1940–2011). McMahon is one of four children, including brothers Michael, Stephen and Timothy. McMahon has a bachelor's degree from Carleton University in Ottawa. Since 1990, she has resided in the Beaches - East York area. She describes herself as a ""fiscally responsible environmentalist."" McMahon is a community activist and former teacher of English as a second language (TESLE certified from University of Toronto), after residing in Japan for many years. She founded the East Lynn Park Farmers market and helped organize an anti-idling campaign at her children's school. She previously worked for Live Green Toronto as a Community Animator. Information from: https://en.wikipedia.org/wiki/Mary-Margaret_McMahon",1966-07-06,,Canadian,,,McMahon,woman,Mary-Margaret,Canadian animator,http://www.wikidata.org/entity/Q6778730,,,
